Indicator Name,Year,Value,Group
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",2016,8.7,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",2016,2.6,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",2016,1.8,Other Health Indicators
Low-birthweight babies (% of births),2016,870.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),2016,1920.0,Other Health Indicators
Number of maternal deaths,2016,474.0,Mortality
"Specialist surgical workforce (per 100,000 population)",2016,18.6,Demographics
"Hospital beds (per 1,000 people)",2016,67.3227876,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",2016,94.289665,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",2016,87.14,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",2016,,Mortality
Number of neonatal deaths,2016,68.737,Mortality
Number of infant deaths,2016,70.0,Mortality
Number of deaths ages 10-14 years,2016,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),2016,,Other Health Indicators
Age dependency ratio (% of working-age population),2016,,Demographics
"Survival to age 65, female (% of cohort)",2016,,Longevity
"Life expectancy at birth, female (years)",2016,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",2016,,Mortality
Tuberculosis treatment success rate (% of new cases),2016,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",2016,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",2016,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",2016,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",2016,17847.0,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",2016,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,,Mortality
Diabetes prevalence (% of population ages 20 to 79),2016,,Demographics
Pregnant women receiving prenatal care (%),2016,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",2016,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",2016,0.9,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),2016,2.8,Mortality
"Incidence of malaria (per 1,000 population at risk)",2016,7.277866393,Demographics
"Community health workers (per 1,000 people)",2016,0.4,Healthcare
"Immunization, HepB3 (% of one-year-old children)",2016,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,2016,1200.0,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,2016,10.84,Other Health Indicators
Children (0-14) living with HIV,2016,-0.936819833,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",2016,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",2016,48.87287744,Mortality
Women's share of population ages 15+ living with HIV (%),2016,21.28889503,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",2016,5.948319692,Mortality
"Cause of death, by injury (% of total)",2016,5.885326833,Mortality
Number of deaths ages 15-19 years,2016,24.64420371,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",2016,7.969284529,Other Health Indicators
Rural population growth (annual %),2016,6.183944329,Demographics
"Completeness of birth registration, urban (%)",2016,7.40393939,Other Health Indicators
"Population, male (% of total population)",2016,6.585210835,Demographics
"Age dependency ratio, young (% of working-age population)",2016,5.08708206,Demographics
Population ages 15-64 (% of total population),2016,59.76472262,Demographics
"Population ages 15-64, female (% of female population)",2016,57.64418097,Demographics
Population ages 0-14 (% of total population),2016,12.72324924,Demographics
"Population ages 0-14, female (% of female population)",2016,12.10241166,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2016,,Other Health Indicators
Wanted fertility rate (births per woman),2016,,Other Health Indicators
"Life expectancy at birth, male (years)",2016,80.98,Longevity
"Mortality rate, infant (per 1,000 live births)",2016,2.0,Mortality
"Death rate, crude (per 1,000 people)",2016,10.5,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",2016,3.75,Other Health Indicators
Prevalence of anemia among pregnant women (%),2016,26.5,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),2016,,Other Health Indicators
"Physicians (per 1,000 people)",2016,2.426,Healthcare
"Immunization, measles (% of children ages 12-23 months)",2016,96.0,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",2016,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",2016,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",2016,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",2016,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",2016,11.5,Mortality
"Mortality rate, under-5 (per 1,000 live births)",2016,2.7,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",2016,1.0,Mortality
"Cause of death, by non-communicable diseases (% of total)",2016,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2016,,Mortality
Number of deaths ages 5-9 years,2016,419.0,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),2016,16.0,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",2016,3.125,Other Health Indicators
"Population, total",2017,126972000.0,Demographics
Urban population,2017,116223820.0,Demographics
Rural population,2017,10748180.0,Demographics
"Population, female",2017,64922313.0,Demographics
Sex ratio at birth (male births per female births),2017,1.052,Other Health Indicators
Population growth (annual %),2017,-0.081874296,Demographics
"Population, male",2017,62049687.0,Demographics
Age group distribution -male,2017,,Other Health Indicators
"Population ages 00-04, male (% of male population)",2017,5.026422988,Demographics
"Population ages 05-09, male (% of male population)",2017,6.312890045,Demographics
"Population ages 10-14, male (% of male population)",2017,6.565804197,Demographics
"Population ages 15-19, male (% of male population)",2017,7.823281794,Demographics
"Population ages 20-24, male (% of male population)",2017,5.663979327,Demographics
"Population ages 25-29, male (% of male population)",2017,4.911373436,Demographics
"Population ages 30-34, male (% of male population)",2017,61.64056201,Demographics
"Population ages 35-39, male (% of male population)",2017,5.009170387,Demographics
"Population ages 40-44, male (% of male population)",2017,4.465123213,Demographics
"Population ages 45-49, male (% of male population)",2017,13.25476488,Demographics
"Population ages 50-54, male (% of male population)",2017,4.116137692,Demographics
"Population ages 55-59, male (% of male population)",2017,47.08933638,Demographics
"Population ages 60-64, male (% of male population)",2017,10.60740277,Demographics
"Population ages 65-69, male (% of male population)",2017,15577371.0,Demographics
"Population ages 70-74, male (% of male population)",2017,7.733908204,Demographics
"Population ages 75-79, male (% of male population)",2017,5.80118208,Demographics
"Population ages 80 and above, male (% of male population)",2017,5.974021862,Demographics
age distribution female,2017,,Other Health Indicators
"Population ages 00-04, female (% of female population)",2017,4.628422443,Demographics
"Population ages 05-09, female (% of female population)",2017,7.177425011,Demographics
"Population ages 10-14, female (% of female population)",2017,75439583.0,Demographics
"Population ages 15-19, female (% of female population)",2017,6.556279375,Demographics
"Population ages 20-24, female (% of female population)",2017,37191808.0,Demographics
"Population ages 25-29, female (% of female population)",2017,4.220971013,Demographics
"Population ages 30-34, female (% of female population)",2017,7.6,Demographics
"Population ages 35-39, female (% of female population)",2017,,Demographics
"Population ages 40-44, female (% of female population)",2017,16008417.0,Demographics
"Population ages 45-49, female (% of female population)",2017,7783877.0,Demographics
"Population ages 50-54, female (% of female population)",2017,89.345526,Demographics
"Population ages 55-59, female (% of female population)",2017,27.97782138,Demographics
"Population ages 60-64, female (% of female population)",2017,30.72384104,Demographics
"Population ages 65-69, female (% of female population)",2017,84.0997561,Demographics
"Population ages 70-74, female (% of female population)",2017,4135.243164,Demographics
"Population ages 75-79, female (% of female population)",2017,1.8,Demographics
"Population ages 80 and above, female (% of female population)",2017,2.7,Demographics
Dependancy,2017,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",2017,0.5,Demographics
"Age dependency ratio, old (% of working-age population)",2017,696.6351215,Demographics
"Population ages 0-14, female",2017,0.0,Demographics
"Population ages 0-14, male (% of male population)",2017,0.0,Demographics
"Population ages 0-14, total",2017,100.0,Demographics
"Population ages 15-64, female",2017,,Demographics
"Population ages 15-64, male (% of male population)",2017,5.826250686,Demographics
"Population ages 15-64, total",2017,35523999.0,Demographics
Population ages 65 and above (% of total population),2017,19946628.0,Demographics
"Population ages 65 and above, female",2017,6.052593095,Demographics
